Station_ID	Tide_Amp (ft)	calendar_year	min_date	max_date	90th%Upper_water_level (ft NAVD88)	10%thLower_water_level (ft NAVD88)	avg_water_level (ft NAVD88)	avg_flooding (ft)	90%thUpper_flooding (ft)	10%thLower_flooding (ft)	GEOID	std_deviation_water_level(ft NAVD88)	std_deviation_avg_flooding (ft)
CRMS0550-H01	0.733251	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	2.12	0.04	1.13	-0.37	0.61	-1.46	GEOID99   	0.8	0.8
CRMS0550-H01	0.69081	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.87	-0.06	0.98	-0.52	0.37	-1.56	GEOID99   	0.79	0.79
CRMS0550-H01	0.7121295	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	2	0.22	1.17	-0.33	0.49	-1.29	GEOID99   	0.71	0.72
CRMS0551-H01	0.2585805	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	2.5	0.91	1.79	-0.67	0.04	-1.55	GEOID99   	0.67	0.67
CRMS0551-H01	0.2312869	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	2.53	1.12	1.89	-0.57	0.07	-1.34	GEOID99   	0.55	0.55
CRMS0551-H01	0.1999401	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	2.41	1.17	1.85	-0.61	-0.05	-1.29	GEOID99   	0.49	0.49
CRMS0551-H01	0.1762878	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	2.78	0.89	1.79	-0.66	0.32	-1.56	GEOID99   	0.7	0.7
CRMS0551-H01	0.1790758	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	2.16	1.15	1.67	-0.78	-0.3	-1.31	GEOID99   	0.4	0.4
CRMS0552-H01	0.5984491	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	2.09	0.32	1.2	-0.28	0.61	-1.16	GEOID99   	0.67	0.67
CRMS0552-H01	0.5412647	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	2.23	0.61	1.37	-0.11	0.75	-0.87	GEOID99   	0.62	0.62
CRMS0552-H01	0.485902	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	2.25	0.51	1.35	-0.13	0.77	-0.97	GEOID99   	0.65	0.65
CRMS0552-H01	0.3582281	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	2.07	0.53	1.24	-0.24	0.59	-0.95	GEOID99   	0.68	0.68
CRMS0552-H01	0.4665282	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	2.14	0.67	1.41	-0.07	0.66	-0.81	GEOID99   	0.56	0.56
CRMS0553-H01	0.01986497	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	1.84	1.01	1.54	0.95	1.25	0.42	GEOID99   	0.7	0.7
CRMS0553-H01	0.004724879	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	2.28	0.74	1.47	0.87	1.69	0.15	GEOID99   	0.58	0.58
CRMS0553-H01	0.005948548	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.63	0.48	1.04	0.45	1.04	-0.12	GEOID99   	0.42	0.42
CRMS0553-H01	0.002134749	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	2.15	1	1.61	1.01	1.56	0.41	GEOID99   	0.4	0.4
CRMS0554-H01	0.01157659	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	1.79	0.73	1.18	0.25	0.85	-0.2	GEOID99   	0.6	0.6
CRMS0554-H01	0.004096754	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	2.12	0.46	1.26	0.32	1.19	-0.48	GEOID99   	0.65	0.65
CRMS0554-H01	0.00654091	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.28	0.35	0.84	-0.09	0.34	-0.59	GEOID99   	0.4	0.4
CRMS0554-H01	0.0052445	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.08	0.06	0.66	-0.27	0.14	-0.87	GEOID99   	0.35	0.35
CRMS0554-H01	0.009042557	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.92	0.71	1.28	0.34	0.98	-0.22	GEOID99   	0.44	0.44
CRMS0556-H01	0.003654171	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	2.16	1.29	1.69	0.49	0.96	0.09	GEOID99   	0.55	0.55
CRMS0556-H01	0.003935647	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	2.52	0.71	1.61	0.41	1.33	-0.49	GEOID99   	0.65	0.65
CRMS0556-H01	0.001371853	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.77	0.43	1.22	0.03	0.57	-0.77	GEOID99   	0.49	0.49
CRMS0556-H01	0.004583887	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.46	0.62	1.11	-0.09	0.27	-0.57	GEOID99   	0.39	0.39
CRMS0556-H01	0.003500775	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	2.33	1.23	1.76	0.56	1.13	0.03	GEOID99   	0.41	0.41
CRMS0560-H01	0.002028611	2008	2/6/2008 12:00:00 PM	12/31/2008 11:00:00 PM	1.85	0.38	1.15	0.53	1.23	-0.24	GEOID99   	0.58	0.58
CRMS0560-H01	0.004210618	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	1.84	0.55	1.13	0.51	1.22	-0.07	GEOID99   	0.47	0.47
CRMS0560-H01	0.002009939	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.71	0.39	0.92	0.3	1.09	-0.23	GEOID99   	0.47	0.47
CRMS0560-H01	0.003019729	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.23	-0.36	0.3	-0.32	0.61	-0.98	GEOID99   	0.63	0.63
CRMS0560-H01	0.00247666	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.53	0.72	1.22	0.6	0.91	0.1	GEOID99   	0.34	0.34
CRMS0562-H01	0.008636605	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	2.28	0.43	1.27	0.46	1.47	-0.38	GEOID99   	0.73	0.73
CRMS0562-H01	0.006298403	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.4	0.38	0.92	0.11	0.59	-0.43	GEOID99   	0.42	0.42
CRMS0562-H01	0.006590925	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.14	0.03	0.7	-0.11	0.33	-0.78	GEOID99   	0.39	0.39
CRMS0562-H01	0.004830785	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.98	0.78	1.35	0.54	1.17	-0.03	GEOID99   	0.44	0.44
CRMS0565-H01	0.005433024	2008	2/7/2008 11:00:00 AM	12/31/2008 11:00:00 PM	1.84	0.69	1.39	0.42	0.87	-0.28	GEOID99   	0.71	0.71
CRMS0565-H01	0.003839328	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	2.25	0.8	1.56	0.59	1.28	-0.17	GEOID99   	0.53	0.53
CRMS0565-H01	0.001272307	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.83	0.62	1.23	0.26	0.86	-0.35	GEOID99   	0.42	0.42
CRMS0565-H01	0.003020863	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.51	0.04	0.75	-0.22	0.54	-0.93	GEOID99   	0.56	0.56
CRMS0565-H01	0.001960972	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	2.01	1.11	1.5	0.53	1.04	0.14	GEOID99   	0.34	0.34
CRMS0567-H01	0.002257805	2008	2/6/2008 2:00:00 PM	12/31/2008 11:00:00 PM	2.38	0.35	1.47	1.04	1.95	-0.08	GEOID99   	0.8	0.8
CRMS0567-H01	0.02139107	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	2.13	0.47	1.49	1.06	1.7	0.04	GEOID99   	0.64	0.64
CRMS0567-H01	0.00552389	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	2.1	0.75	1.35	0.92	1.67	0.32	GEOID99   	0.49	0.49
CRMS0567-H01	0.003849611	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.73	0.33	1.14	0.71	1.3	-0.09	GEOID99   	0.51	0.51
CRMS0567-H01	0.004484427	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.81	1.02	1.36	0.94	1.38	0.59	GEOID99   	0.36	0.36
CRMS0568-H01	0.01458603	2008	2/7/2008 12:00:00 PM	12/31/2008 11:00:00 PM	1.81	0.8	1.32	0.69	1.18	0.17	GEOID99   	0.65	0.65
CRMS0568-H01	0.01512569	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	2.22	0.64	1.37	0.74	1.594	0.01	GEOID99   	0.6	0.6
CRMS0568-H01	0.002265077	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.43	0.38	0.92	0.29	0.804	-0.246	GEOID99   	0.42	0.42
CRMS0568-H01	0.004761721	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.21	0.11	0.73	0.11	0.584	-0.516	GEOID99   	0.39	0.39
CRMS0568-H01	0.01509591	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.93	0.74	1.36	0.74	1.304	0.114	GEOID99   	0.44	0.44
CRMS0570-H01	0.03088533	2008	2/7/2008 1:00:00 PM	12/31/2008 11:00:00 PM	2.52	0.75	1.42	1.22	2.32	0.55	GEOID99   	0.79	0.79
CRMS0570-H01	0.00592292	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	2.26	0.53	1.28	1.08	2.06	0.32	GEOID99   	0.65	0.65
CRMS0570-H01	0.00348422	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.57	0.48	1	0.79	1.36	0.27	GEOID99   	0.4	0.4
CRMS0570-H01	0.001287008	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.16	0.47	0.78	0.57	0.96	0.26	GEOID99   	0.28	0.28
CRMS0570-H01	0.001449933	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	2	0.77	1.32	1.12	1.8	0.57	GEOID99   	0.44	0.44
CRMS0571-H01	0.008809924	2008	1/21/2008 1:00:00 PM	12/31/2008 11:00:00 PM	1.41	1	1.22	0.46	0.65	0.24	GEOID99   	0.19	0.19
CRMS0571-H01	0.005079866	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	1.94	0.69	1.31	0.55	1.18	-0.07	GEOID99   	0.46	0.46
CRMS0571-H01	0.001243165	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.54	0.9	1.24	0.48	0.78	0.14	GEOID99   	0.24	0.24
CRMS0571-H01	0.001508279	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.27	0.73	1.05	0.29	0.51	-0.03	GEOID99   	0.2	0.2
CRMS0571-H01	0.00229654	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.74	1.03	1.37	0.61	0.98	0.27	GEOID99   	0.26	0.26
CRMS0572-H01	0.06246476	2008	2/8/2008 2:00:00 PM	12/31/2008 11:00:00 PM	2.1	0.67	1.33	0.9	1.67	0.24	GEOID99   	0.72	0.72
CRMS0572-H01	0.1399239	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	1.91	0.76	1.37	0.94	1.48	0.33	GEOID99   	0.46	0.46
CRMS0572-H01	0.06300528	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.33	0.32	0.79	0.36	0.9	-0.12	GEOID99   	0.37	0.37
CRMS0572-H01	0.003323281	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	0.98	0.27	0.66	0.23	0.54	-0.16	GEOID99   	0.27	0.27
CRMS0572-H01	0.005806396	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.5	0.62	1.02	0.59	1.07	0.19	GEOID99   	0.32	0.32
CRMS0574-H01	0.008408093	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	1.68	0.68	1.14	0.55	1.09	0.09	GEOID99   	0.6	0.6
CRMS0574-H01	0.00499801	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	2.05	0.45	1.2	0.61	1.46	-0.14	GEOID99   	0.61	0.61
CRMS0574-H01	0.01063517	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.26	0.35	0.83	0.24	0.67	-0.24	GEOID99   	0.37	0.37
CRMS0574-H01	0.005441375	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.02	0.37	0.69	0.1	0.43	-0.22	GEOID99   	0.25	0.25
CRMS0574-H01	0.003848097	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.89	0.65	1.19	0.6	1.3	0.06	GEOID99   	0.45	0.45
CRMS0575-H01	0.005254825	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	2.49	1.41	2.04	0.63	1.08	0	GEOID99   	0.52	0.52
CRMS0575-W01	0.01745654	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	2.69	1.88	2.38	0.97	1.28	0.47	GEOID99   	0.29	0.29
CRMS0575-W01	0.005376851	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	2.48	1.09	1.74	0.33	1.07	-0.32	GEOID99   	0.52	0.52
CRMS0576-H01	0.009184336	2008	2/12/2008 1:00:00 PM	12/31/2008 11:00:00 PM	1.79	0.89	1.33	0.31	0.77	-0.13	GEOID99   	0.67	0.67
CRMS0576-H01	0.008150104	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	1.98	0.72	1.33	0.31	0.96	-0.3	GEOID99   	0.48	0.48
CRMS0576-H01	0.005631799	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.84	0.91	1.32	0.3	0.82	-0.12	GEOID99   	0.36	0.36
CRMS0576-H01	0.002493434	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.52	0.89	1.2	0.18	0.5	-0.13	GEOID99   	0.23	0.24
CRMS0576-H01	0.002893863	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.68	1.06	1.38	0.36	0.66	0.03	GEOID99   	0.25	0.25
CRMS0580-H01	0.01183337	2008	2/19/2008 11:00:00 AM	12/31/2008 11:00:00 PM	2.08	1.23	1.66	0.19	0.61	-0.24	GEOID99   	0.6	0.6
CRMS0580-H01	0.01344262	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	2.15	0.94	1.52	0.05	0.679	-0.531	GEOID99   	0.46	0.46
CRMS0580-H01	0.01503043	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	2.15	1.01	1.52	0.05	0.679	-0.461	GEOID99   	0.42	0.42
CRMS0580-H01	0.03228324	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	2.03	1.15	1.57	0.15	0.619	-0.27	GEOID99   	0.34	0.34
CRMS0581-H01	0.01407106	2007	1/1/2007 12:00:00 AM	12/31/2007 11:00:00 PM	1.14	0.39	0.75	0.33	0.72	-0.03	GEOID99   	0.31	0.31
CRMS0581-H01	0.02618979	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	1.04	0.46	0.76	0.33	0.61	0.04	GEOID99   	0.49	0.49
CRMS0581-H01	0.01172991	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	1.17	0.2	0.71	0.28	0.75	-0.23	GEOID99   	0.38	0.38
CRMS0581-H01	0.01226546	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.37	0.09	0.68	0.25	0.94	-0.34	GEOID99   	0.46	0.46
CRMS0581-H01	0.02358152	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	0.77	-0.11	0.45	0.02	0.35	-0.54	GEOID99   	0.36	0.36
CRMS0581-H01	0.02401748	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.18	0.51	0.85	0.43	0.76	0.09	GEOID99   	0.26	0.26
CRMS0583-H01	0.00751981	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	2.04	0.86	1.37	0.31	0.98	-0.2	GEOID99   	0.73	0.73
CRMS0583-H01	0.002449824	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	1.98	0.71	1.25	0.19	0.92	-0.35	GEOID99   	0.51	0.51
CRMS0583-H01	0.001330641	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.28	0.03	0.71	-0.35	0.22	-1.03	GEOID99   	0.46	0.46
CRMS0583-H01	0.004348939	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	0.92	-0.47	0.42	-0.64	-0.14	-1.53	GEOID99   	0.49	0.49
CRMS0583-H01	0.002608983	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.88	0.75	1.32	0.26	0.81	-0.31	GEOID99   	0.4	0.4
CRMS0584-H01	0.1416963	2007	1/1/2007 12:00:00 AM	12/31/2007 11:00:00 PM	1.79	0.78	1.25	0	0.54	-0.47	GEOID99   	0.39	0.39
CRMS0584-H01	0.1268876	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	1.9	0.77	1.3	0.05	0.65	-0.48	GEOID99   	0.67	0.67
CRMS0584-H01	0.1421407	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	1.98	0.64	1.28	0.03	0.73	-0.61	GEOID99   	0.51	0.51
CRMS0584-H01	0.2074908	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.87	0.58	1.15	-0.1	0.62	-0.67	GEOID99   	0.49	0.49
CRMS0584-H01	0.2071702	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.44	0.6	0.99	-0.26	0.19	-0.65	GEOID99   	0.33	0.33
CRMS0584-H01	0.1547085	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.85	0.85	1.36	0.11	0.6	-0.4	GEOID99   	0.37	0.37
CRMS0587-H01	0.006159185	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	1.9	0.98	1.35	0.71	1.26	0.34	GEOID99   	0.65	0.65
CRMS0587-H01	0.003558627	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	1.92	0.51	1.14	0.5	1.28	-0.13	GEOID99   	0.48	0.48
CRMS0587-H01	0.003710745	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.44	0.28	0.86	0.22	0.8	-0.36	GEOID99   	0.46	0.46
CRMS0587-H01	0.002837942	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.7	0.7	1.26	0.62	1.06	0.06	GEOID99   	0.37	0.37
CRMS0588-H01	0.009816647	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	1.75	0.86	1.3	0.34	0.78	-0.11	GEOID99   	0.66	0.66
CRMS0588-H01	0.01313696	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	2.05	0.8	1.38	0.41	1.08	-0.16	GEOID99   	0.46	0.46
CRMS0588-H01	0.01286113	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.29	0.74	1.02	0.06	0.33	-0.23	GEOID99   	0.25	0.25
CRMS0588-H01	0.01387454	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.85	0.85	1.34	0.37	0.88	-0.11	GEOID99   	0.35	0.35
CRMS0589-W01	0.1019099	2007	1/1/2007 12:00:00 AM	12/31/2007 11:00:00 PM	2.96	1.33	2.35	0.96	1.57	-0.06	GEOID99   	0.55	0.55
CRMS0589-W01	0.008830175	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	1.59	0.95	1.32	-0.07	0.2	-0.44	GEOID99   	0.29	0.29
CRMS0589-W01	0.006918742	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	1.63	0.55	1.14	-0.25	0.24	-0.84	GEOID99   	0.42	0.42
CRMS0589-W01	0.00565489	2010	1/1/2010 12:00:00 AM	12/30/2010 12:00:00 PM	1.47	0.82	1.18	-0.21	0.08	-0.57	GEOID99   	0.28	0.28
CRMS0590-H01	0.01535137	2007	1/1/2007 12:00:00 AM	12/31/2007 11:00:00 PM	1.83	1.03	1.41	0.67	1.1	0.29	GEOID99   	0.32	0.32
CRMS0590-H01	0.01167005	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	2.12	1.07	1.54	0.81	1.39	0.34	GEOID99   	0.59	0.59
CRMS0590-H01	0.009168628	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	2.36	0.79	1.45	0.71	1.62	0.05	GEOID99   	0.58	0.58
CRMS0590-H01	0.009913367	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.63	0.65	1.15	0.42	0.89	-0.09	GEOID99   	0.4	0.4
CRMS0590-H01	0.008066202	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.32	0.25	0.92	0.18	0.58	-0.48	GEOID99   	0.37	0.37
CRMS0590-H01	0.008063533	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	2.24	0.97	1.55	0.82	1.5	0.24	GEOID99   	0.47	0.47
CRMS0593-H01	0.005930326	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	1.88	0.96	1.46	0.6	1.02	0.1	GEOID99   	0.57	0.57
CRMS0593-H01	0.007865942	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	2.43	0.9	1.67	0.81	1.56	0.04	GEOID99   	0.56	0.56
CRMS0593-H01	0.003189084	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.8	0.46	1.03	0.17	0.94	-0.41	GEOID99   	0.52	0.52
CRMS0593-H01	0.004614251	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.14	-0.02	0.62	-0.24	0.28	-0.88	GEOID99   	0.43	0.43
CRMS0593-H01	0.002850361	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	2.2	1.14	1.66	0.8	1.34	0.28	GEOID99   	0.41	0.41
CRMS0595-H01	0.01007652	2007	3/26/2007 11:00:00 AM	12/31/2007 11:00:00 PM	1.56	0.69	1.11	0.25	0.7	-0.17	GEOID99   	0.36	0.36
CRMS0595-H01	0.009874972	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	1.68	0.71	1.18	0.32	0.82	-0.15	GEOID99   	0.58	0.58
CRMS0595-H01	0.01106423	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	2.46	0.52	1.5	0.63	1.6	-0.34	GEOID99   	0.86	0.86
CRMS0595-H01	0.002891405	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.36	0.38	0.88	0.01	0.5	-0.48	GEOID99   	0.4	0.4
CRMS0595-H01	0.005369314	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.09	0.03	0.67	-0.19	0.22	-0.83	GEOID99   	0.36	0.36
CRMS0595-H01	0.006225724	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	2.01	0.7	1.28	0.42	1.15	-0.16	GEOID99   	0.49	0.49
CRMS0599-H01	0.1301752	2007	1/1/2007 12:00:00 AM	12/31/2007 11:00:00 PM	2.04	1.03	1.52	0.25	0.77	-0.24	GEOID99   	0.38	0.38
CRMS0599-H01	0.1273074	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	2.77	1.11	1.79	0.52	1.5	-0.16	GEOID99   	0.79	0.79
CRMS0599-H01	0.04241238	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	2.24	1.22	1.73	0.46	0.97	-0.05	GEOID99   	0.38	0.38
CRMS0599-H01	0.1176928	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	2.05	1.06	1.54	0.27	0.78	-0.21	GEOID99   	0.38	0.38
CRMS0599-H02	0.2907033	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.98	0.93	1.54	0.27	0.71	-0.34	GEOID99   	0.46	0.46
CRMS0600-H01	0.9029834	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	2.28	0.35	1.39	-0.91	-0.02	-1.95	GEOID99   	0.75	0.75
CRMS0600-W01	0.0178368	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	2.62	1.61	2.26	-0.04	0.32	-0.69	GEOID99   	0.58	0.58
CRMS0600-W01	0.007731253	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	2.62	1.55	2.25	-0.05	0.32	-0.75	GEOID99   	0.42	0.42
CRMS0600-W01	0.00604832	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	2.57	2	2.36	0.06	0.27	-0.3	GEOID99   	0.24	0.24
CRMS0603-H01	0.003339417	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	2.17	0.94	1.51	0.51	1.18	-0.05	GEOID99   	0.72	0.72
CRMS0603-H01	0.004025885	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	2.33	0.69	1.48	0.49	1.34	-0.31	GEOID99   	0.62	0.62
CRMS0603-H01	0.007875745	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.6	0.54	1.12	0.13	0.6	-0.46	GEOID99   	0.44	0.44
CRMS0603-H01	0.00750252	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.25	0.17	0.83	-0.17	0.25	-0.82	GEOID99   	0.37	0.37
CRMS0603-H01	0.005567286	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	2.13	0.91	1.5	0.5	1.14	-0.08	GEOID99   	0.45	0.45
CRMS0604-H01	0.001334636	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	2	0.99	1.47	0.39	0.92	-0.09	GEOID99   	0.64	0.64
CRMS0604-H01	0.003710401	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	2.39	0.72	1.51	0.43	1.31	-0.36	GEOID99   	0.63	0.63
CRMS0604-H01	0.004812227	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.59	0.64	1.15	0.07	0.52	-0.44	GEOID99   	0.41	0.41
CRMS0604-H01	0.008024499	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.42	0.27	0.96	-0.12	0.34	-0.81	GEOID99   	0.42	0.42
CRMS0604-H01	0.002240229	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	2.14	0.96	1.51	0.43	1.06	-0.12	GEOID99   	0.43	0.43
CRMS0605-H01	0.02122241	2007	1/1/2007 12:00:00 AM	12/31/2007 11:00:00 PM	1.95	0.91	1.43	0.3	0.82	-0.22	GEOID99   	0.36	0.36
CRMS0605-H01	0.005932351	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	1.77	0.99	1.43	0.3	0.64	-0.14	GEOID99   	0.61	0.61
CRMS0605-H01	0.01130951	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	2.27	0.78	1.51	0.38	1.14	-0.35	GEOID99   	0.56	0.56
CRMS0605-H01	0.01010713	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.5	0.62	1.01	-0.12	0.37	-0.51	GEOID99   	0.34	0.34
